q1,q2,q3,driverRef_freq,points_qualifying,position_qualifying,wins,grid,position_results,positionOrder,points_results,laps,milliseconds,rank,status_freq
91.472,0.0,0.0,0.0185,6.0,2,0,3,2,2,6.0,58,5448764,0,0.2868
91.531,0.0,0.0,0.0151,10.0,1,1,4,1,1,10.0,58,5428718,0,0.2868
91.971,0.0,0.0,0.0059,4.0,3,0,6,3,3,4.0,58,5450895,0,0.2868
92.842,0.0,0.0,0.0084,2.0,5,0,9,5,5,2.0,58,5489026,0,0.2868
92.87,0.0,0.0,0.0045,3.0,4,0,10,4,4,3.0,58,5451559,0,0.2868
93.327,0.0,0.0,0.0007,1.0,6,0,13,6,6,1.0,58,5524758,0,0.2868
93.989,0.0,0.0,0.0015,0.0,7,0,16,7,7,0.0,56,0,0,0.0603
94.12,0.0,0.0,0.0174,0.0,9,0,17,9,9,0.0,55,0,0,0.0273
95.972,0.0,0.0,0.004,0.0,10,0,22,10,10,0.0,54,0,0,0.0151
76.004,0.0,0.0,0.0076,10.0,2,1,1,1,1,10.0,72,5766990,0,0.2868
76.594,0.0,0.0,0.0185,8.0,4,0,2,5,5,2.0,72,5800721,0,0.2868
76.644,0.0,0.0,0.0045,9.0,3,0,3,2,2,6.0,72,5771180,0,0.2868
76.692,0.0,0.0,0.0059,7.0,5,0,4,4,4,3.0,72,5800023,0,0.2868
76.756,0.0,0.0,0.0084,6.0,6,0,5,3,3,4.0,72,5782860,0,0.2868
76.757,0.0,0.0,0.0054,1.0,8,0,6,6,6,1.0,72,5801010,0,0.2868
76.912,0.0,0.0,0.0144,0.0,12,0,7,8,8,0.0,72,5827629,0,0.2868
76.971,0.0,0.0,0.0077,0.0,11,0,8,9,9,0.0,72,5842392,0,0.2868
77.09,0.0,0.0,0.0054,0.0,18,0,9,17,17,0.0,68,0,0,0.0757
77.262,0.0,0.0,0.0151,10.0,1,1,12,10,10,0.0,71,0,0,0.1509
77.409,0.0,0.0,0.0055,0.0,10,0,13,7,7,0.0,72,5817902,0,0.2868
77.527,0.0,0.0,0.0059,0.0,17,0,14,16,16,0.0,70,0,0,0.0603
77.999,0.0,0.0,0.0015,0.0,9,0,15,14,14,0.0,71,0,0,0.1509
78.095,0.0,0.0,0.004,0.0,14,0,16,0,21,0.0,15,0,0,0.0161
78.336,0.0,0.0,0.0174,0.0,13,0,17,12,12,0.0,71,0,0,0.1509
78.557,0.0,0.0,0.0045,0.0,19,0,18,18,18,0.0,67,0,0,0.0083
78.644,0.0,0.0,0.0007,1.0,7,0,19,11,11,0.0,71,0,0,0.1509
78.885,0.0,0.0,0.0049,0.0,16,0,21,15,15,0.0,70,0,0,0.0603
79.274,0.0,0.0,0.0044,0.0,15,0,22,13,13,0.0,71,0,0,0.1509
84.473,0.0,0.0,0.0076,20.0,1,2,1,1,1,10.0,72,6721715,0,0.2868
85.271,0.0,0.0,0.0077,0.0,13,0,2,0,20,0.0,5,0,0,0.008
85.491,0.0,0.0,0.0084,6.0,7,0,3,0,19,0.0,18,0,0,0.0118
85.773,0.0,0.0,0.0185,8.0,5,0,4,0,21,0.0,0,0,0,0.0319
86.218,0.0,0.0,0.0099,4.0,8,0,6,3,3,4.0,72,6733804,0,0.2868
86.327,0.0,0.0,0.0059,6.0,6,0,7,2,2,6.0,72,6722694,0,0.2868
86.564,0.0,0.0,0.0055,3.0,9,0,8,4,4,3.0,72,6751634,0,0.2868
86.619,0.0,0.0,0.0144,0.0,15,0,9,0,17,0.0,24,0,0,0.0319
86.799,0.0,0.0,0.0151,10.0,2,1,10,0,22,0.0,0,0,0,0.0319
87.076,0.0,0.0,0.0054,1.0,10,0,11,7,7,0.0,72,6768074,0,0.2868
87.259,0.0,0.0,0.0045,10.0,3,0,12,6,6,1.0,72,6753108,0,0.2868
87.281,0.0,0.0,0.0054,0.0,20,0,13,0,16,0.0,33,0,0,0.0757
87.69,0.0,0.0,0.0007,1.0,11,0,14,0,11,0.0,63,0,0,0.0297
88.035,0.0,0.0,0.0011,0.0,18,0,15,10,10,0.0,66,0,0,0.0757
88.094,0.0,0.0,0.0049,0.0,19,0,16,0,14,0.0,43,0,0,0.0757
88.135,0.0,0.0,0.0059,9.0,4,0,17,5,5,2.0,72,6752066,0,0.2868
88.16,0.0,0.0,0.0174,0.0,16,0,18,9,9,0.0,71,0,0,0.1509
88.224,0.0,0.0,0.0044,0.0,14,0,19,8,8,0.0,71,0,0,0.1509
88.366,0.0,0.0,0.0015,0.0,12,0,20,0,13,0.0,49,0,0,0.0757
88.413,0.0,0.0,0.0045,0.0,21,0,21,0,15,0.0,37,0,0,0.0297
88.696,0.0,0.0,0.004,0.0,17,0,22,0,12,0.0,50,0,0,0.0757
83.303,0.0,0.0,0.0076,20.0,1,2,1,0,13,0.0,40,0,0,0.0303
83.646,0.0,0.0,0.0077,10.0,3,1,2,1,1,10.0,62,5460673,0,0.2868
83.955,0.0,0.0,0.0185,14.0,2,0,3,2,2,6.0,62,5461910,0,0.2868
84.075,0.0,0.0,0.0084,6.0,8,0,4,8,8,0.0,61,0,0,0.1509
84.081,0.0,0.0,0.0099,4.0,9,0,5,0,17,0.0,17,0,0,0.012
84.596,0.0,0.0,0.0144,3.0,11,0,6,4,4,3.0,62,5544061,0,0.2868
84.723,0.0,0.0,0.0055,3.0,10,0,7,0,16,0.0,18,0,0,0.0118
84.812,0.0,0.0,0.0059,10.0,7,0,8,6,6,1.0,61,0,0,0.1509
84.862,0.0,0.0,0.0059,10.0,5,0,9,3,3,4.0,62,5539016,0,0.2868
85.077,0.0,0.0,0.0151,10.0,4,1,10,0,14,0.0,38,0,0,0.0757
85.371,0.0,0.0,0.0045,10.0,6,0,11,0,20,0.0,4,0,0,0.0297
85.554,0.0,0.0,0.0007,1.0,13,0,12,7,7,0.0,61,0,0,0.1509
85.729,0.0,0.0,0.0054,3.0,12,0,14,5,5,2.0,61,0,0,0.1509
85.743,0.0,0.0,0.0054,0.0,21,0,15,0,19,0.0,11,0,0,0.0319
86.192,0.0,0.0,0.0011,0.0,19,0,16,0,21,0.0,2,0,0,0.0297
86.253,0.0,0.0,0.004,0.0,18,0,17,0,12,0.0,53,0,0,0.0303
86.712,0.0,0.0,0.0015,0.0,14,0,18,0,18,0.0,11,0,0,0.0319
86.852,0.0,0.0,0.0044,0.0,15,0,19,9,9,0.0,60,0,0,0.0603
86.96,0.0,0.0,0.0174,0.0,16,0,20,0,22,0.0,0,0,0,0.0303
87.428,0.0,0.0,0.0049,0.0,17,0,21,10,10,0.0,60,0,0,0.0603
88.727,0.0,0.0,0.0045,0.0,20,0,22,11,11,0.0,59,0,0,0.0273
78.216,0.0,0.0,0.0077,10.0,4,1,1,0,11,0.0,39,0,0,0.0297
78.235,0.0,0.0,0.0185,24.0,1,1,2,1,1,10.0,62,7205654,0,0.2868
78.583,0.0,0.0,0.0076,20.0,2,2,3,0,15,0.0,16,0,0,0.0297
78.665,0.0,0.0,0.0144,4.0,11,0,4,6,6,1.0,61,0,0,0.1509
78.779,0.0,0.0,0.0151,10.0,5,1,5,0,19,0.0,1,0,0,0.0297
78.943,0.0,0.0,0.0099,4.0,10,0,6,0,16,0.0,10,0,0,0.0297
79.105,0.0,0.0,0.0055,3.0,12,0,7,0,17,0.0,9,0,0,0.0297
79.119,0.0,0.0,0.0059,10.0,7,0,8,0,20,0.0,1,0,0,0.0319
79.263,0.0,0.0,0.0054,3.0,13,0,9,0,14,0.0,16,0,0,0.0297
79.295,0.0,0.0,0.0207,6.0,9,0,10,2,2,6.0,62,7258960,0,0.2868
79.468,0.0,0.0,0.0007,1.0,15,0,11,0,13,0.0,24,0,0,0.0297
79.626,0.0,0.0,0.0084,9.0,8,0,12,4,4,3.0,62,7310056,0,0.2868
79.674,0.0,0.0,0.0054,0.0,22,0,13,0,21,0.0,1,0,0,0.0319
79.694,0.0,0.0,0.0044,2.0,14,0,14,5,5,2.0,61,0,0,0.1509
79.723,0.0,0.0,0.0059,14.0,3,0,15,3,3,4.0,62,7287762,0,0.2868
79.86,0.0,0.0,0.004,0.0,21,0,16,0,22,0.0,0,0,0,0.0297
80.199,0.0,0.0,0.0045,10.0,6,0,17,9,9,0.0,60,0,0,0.0603
80.349,0.0,0.0,0.0174,0.0,19,0,18,0,18,0.0,7,0,0,0.0297
80.516,0.0,0.0,0.0011,0.0,16,0,19,7,7,0.0,61,0,0,0.1509
80.606,0.0,0.0,0.0045,0.0,20,0,20,10,10,0.0,60,0,0,0.0603
80.961,0.0,0.0,0.0015,0.0,17,0,21,0,12,0.0,36,0,0,0.0297
81.29,0.0,0.0,0.0049,0.0,18,0,22,8,8,0.0,60,0,0,0.0603
76.525,0.0,0.0,0.0076,30.0,1,3,1,1,1,10.0,64,5435896,0,0.2868
76.791,0.0,0.0,0.0077,10.0,6,1,2,8,8,0.0,64,5500035,0,0.2868
77.521,0.0,0.0,0.0151,11.0,5,1,3,6,6,1.0,64,5465640,0,0.2868
77.717,0.0,0.0,0.0054,7.0,9,0,4,3,3,4.0,64,5448430,0,0.2868
77.737,0.0,0.0,0.0059,10.0,8,0,5,7,7,0.0,64,5484681,0,0.2868
78.041,0.0,0.0,0.0045,10.0,7,0,6,10,10,0.0,64,5501566,0,0.2868
78.313,0.0,0.0,0.0185,27.0,2,1,7,4,4,3.0,64,5453875,0,0.2868
78.385,0.0,0.0,0.0144,4.0,13,0,8,9,9,0.0,64,5500663,0,0.2868
78.423,0.0,0.0,0.0099,4.0,12,0,9,0,17,0.0,50,0,0,0.0757
78.494,0.0,0.0,0.0055,5.0,11,0,10,5,5,2.0,64,5463882,0,0.2868
78.873,0.0,0.0,0.0059,14.0,4,0,11,12,12,0.0,63,0,0,0.1509
79.157,0.0,0.0,0.0084,15.0,3,0,12,2,2,6.0,64,5441700,0,0.2868
79.323,0.0,0.0,0.0024,0.0,22,0,13,14,14,0.0,62,0,0,0.0603
80.079,0.0,0.0,0.0044,2.0,14,0,14,0,19,0.0,35,0,0,0.0015
80.089,0.0,0.0,0.0054,0.0,23,0,15,0,21,0.0,17,0,0,0.0757
80.103,0.0,0.0,0.0015,0.0,17,0,16,0,20,0.0,34,0,0,0.0303
80.255,0.0,0.0,0.0207,6.0,10,0,17,0,18,0.0,37,0,0,0.0757
80.452,0.0,0.0,0.0174,0.0,19,0,18,15,15,0.0,62,0,0,0.0603
80.582,0.0,0.0,0.0049,0.0,18,0,19,11,11,0.0,63,0,0,0.1509
80.672,0.0,0.0,0.0045,0.0,20,0,20,0,22,0.0,11,0,0,0.0303
81.029,0.0,0.0,0.004,0.0,21,0,21,0,16,0.0,53,0,0,0.0757
81.06,0.0,0.0,0.0011,0.0,16,0,22,13,13,0.0,63,0,0,0.1509
78.095,0.0,0.0,0.0185,37.0,1,2,1,1,1,10.0,54,4660646,0,0.2868
78.108,0.0,0.0,0.0076,30.0,2,3,2,0,19,0.0,1,0,0,0.0397
78.388,0.0,0.0,0.0207,6.0,12,0,3,0,15,0.0,33,0,0,0.0303
78.464,0.0,0.0,0.0077,13.0,5,1,4,4,4,3.0,54,4664414,0,0.2868
78.466,0.0,0.0,0.0151,11.0,7,1,5,7,7,0.0,54,4698399,0,0.2868
78.75,0.0,0.0,0.0144,8.0,10,0,6,3,3,4.0,54,4663865,0,0.2868
78.869,0.0,0.0,0.0099,4.0,13,0,7,0,17,0.0,14,0,0,0.0397
78.899,0.0,0.0,0.0054,13.0,6,0,8,2,2,6.0,54,4663211,0,0.2868
78.916,0.0,0.0,0.0059,10.0,9,0,9,0,20,0.0,0,0,0,0.0757
79.034,0.0,0.0,0.0084,15.0,3,0,10,11,11,0.0,51,0,0,0.0297
79.503,0.0,0.0,0.0059,14.0,4,0,12,0,21,0.0,0,0,0,0.0397
79.622,0.0,0.0,0.0055,7.0,11,0,13,5,5,2.0,54,4665362,0,0.2868
80.102,0.0,0.0,0.0049,0.0,18,0,14,0,13,0.0,42,0,0,0.0303
80.129,0.0,0.0,0.0054,0.0,21,0,15,9,9,0.0,53,0,0,0.1509
80.175,0.0,0.0,0.004,0.0,19,0,16,8,8,0.0,53,0,0,0.1509
80.336,0.0,0.0,0.0044,2.0,14,0,17,0,12,0.0,46,0,0,0.0757
80.357,0.0,0.0,0.0024,0.0,23,0,18,10,10,0.0,53,0,0,0.1509
80.37,0.0,0.0,0.0015,1.0,16,0,19,6,6,1.0,54,4697347,0,0.2868
80.37,0.0,0.0,0.0174,0.0,20,0,20,0,16,0.0,32,0,0,0.0757
80.491,0.0,0.0,0.0011,0.0,17,0,21,0,22,0.0,0,0,0,0.0297
81.034,0.0,0.0,0.0045,0.0,22,0,22,0,18,0.0,5,0,0,0.0297
74.548,0.0,0.0,0.0185,47.0,1,3,1,1,1,10.0,72,5930492,0,0.2868
74.749,0.0,0.0,0.0077,19.0,3,1,2,2,2,6.0,72,5954029,0,0.2868
74.755,0.0,0.0,0.0099,5.0,13,0,3,6,6,1.0,72,6020363,0,0.2868
74.8,0.0,0.0,0.0076,33.0,2,3,4,4,4,3.0,72,6012276,0,0.2868
74.86,0.0,0.0,0.0059,18.0,4,0,5,3,3,4.0,72,6005293,0,0.2868
74.957,0.0,0.0,0.0174,0.0,20,0,6,10,10,0.0,70,0,0,0.0603
75.228,0.0,0.0,0.0054,15.0,6,0,8,5,5,2.0,72,6013227,0,0.2868
75.27,0.0,0.0,0.0151,11.0,7,1,9,7,7,0.0,71,0,0,0.0319
75.339,0.0,0.0,0.0059,10.0,9,0,10,0,19,0.0,18,0,0,0.0757
75.453,0.0,0.0,0.0144,8.0,10,0,11,9,9,0.0,71,0,0,0.1509
75.876,0.0,0.0,0.0207,6.0,12,0,13,0,17,0.0,36,0,0,0.0757
75.876,0.0,0.0,0.0015,1.0,16,0,12,0,21,0.0,7,0,0,0.0297
76.018,0.0,0.0,0.0055,7.0,11,0,14,8,8,0.0,71,0,0,0.1509
76.149,0.0,0.0,0.0011,0.0,17,0,15,0,18,0.0,33,0,0,0.0095
76.536,0.0,0.0,0.004,0.0,19,0,16,0,15,0.0,58,0,0,0.0297
76.729,0.0,0.0,0.0054,0.0,21,0,17,12,12,0.0,69,0,0,0.0273
76.941,0.0,0.0,0.0049,0.0,18,0,18,0,20,0.0,15,0,0,0.0297
77.256,0.0,0.0,0.0044,2.0,14,0,19,0,13,0.0,61,0,0,0.0118
77.563,0.0,0.0,0.0045,0.0,22,0,21,11,11,0.0,70,0,0,0.0603
81.598,0.0,0.0,0.0076,43.0,2,4,1,1,1,10.0,59,5281665,0,0.2868
81.732,0.0,0.0,0.0077,19.0,4,1,2,0,21,0.0,0,0,0,0.0319
81.797,0.0,0.0,0.0059,10.0,9,0,3,0,12,0.0,52,0,0,0.0757
81.977,0.0,0.0,0.0185,47.0,1,3,4,0,18,0.0,38,0,0,0.0033
82.277,0.0,0.0,0.0099,7.0,11,0,5,5,5,2.0,59,5313545,0,0.2868
82.279,0.0,0.0,0.0151,14.0,7,1,6,4,4,3.0,59,5312894,0,0.2868
82.342,0.0,0.0,0.0059,18.0,5,0,7,0,15,0.0,44,0,0,0.0037
82.344,0.0,0.0,0.0029,4.0,14,0,8,3,3,4.0,59,5292961,0,0.2868
82.368,0.0,0.0,0.0055,7.0,12,0,9,0,17,0.0,42,0,0,0.0118
82.371,0.0,0.0,0.0144,8.0,10,0,10,7,7,0.0,58,0,0,0.1509
82.392,0.0,0.0,0.0054,21.0,3,0,11,2,2,6.0,59,5291870,0,0.2868
83.271,0.0,0.0,0.0054,1.0,18,0,12,6,6,1.0,59,5355217,0,0.2868
83.366,0.0,0.0,0.0174,0.0,20,0,13,8,8,0.0,58,0,0,0.1509
83.887,0.0,0.0,0.0015,1.0,16,0,15,11,11,0.0,57,0,0,0.0757
84.067,0.0,0.0,0.0011,0.0,19,0,16,0,13,0.0,50,0,0,0.0757
84.239,0.0,0.0,0.004,0.0,22,0,17,0,20,0.0,29,0,0,0.0757
84.478,0.0,0.0,0.0044,2.0,15,0,18,0,16,0.0,44,0,0,0.0757
84.553,0.0,0.0,0.0045,0.0,24,0,19,0,22,0.0,0,0,0,0.0297
85.01,0.0,0.0,0.0049,0.0,21,0,20,0,14,0.0,45,0,0,0.0757
85.154,0.0,0.0,0.0002,0.0,26,0,21,10,10,0.0,58,0,0,0.1509
85.525,0.0,0.0,0.0207,6.0,13,0,22,0,19,0.0,37,0,0,0.0757
0.0,0.0,0.0,0.0002,0.0,23,0,14,9,9,0.0,58,0,0,0.1509
101.873,0.0,0.0,0.0045,20.0,4,1,1,1,1,10.0,45,4859046,0,0.2868
101.896,0.0,0.0,0.0144,8.0,11,0,2,11,11,0.0,40,0,0,0.0083
102.034,0.0,0.0,0.0059,14.0,9,0,3,3,3,4.0,45,4883816,0,0.2868
102.181,0.0,0.0,0.0185,53.0,1,3,4,2,2,6.0,45,4876573,0,0.2868
102.421,0.0,0.0,0.0077,19.0,5,1,5,0,20,0.0,1,0,0,0.0319
102.493,0.0,0.0,0.0054,22.0,3,0,6,6,6,1.0,45,4893763,0,0.2868
102.498,0.0,0.0,0.0099,9.0,10,0,7,5,5,2.0,45,4889041,0,0.2868
102.687,0.0,0.0,0.0151,14.0,8,1,8,0,19,0.0,1,0,0,0.012
102.967,0.0,0.0,0.0076,43.0,2,4,9,0,14,0.0,33,0,0,0.0297
103.209,0.0,0.0,0.0059,18.0,6,0,10,0,21,0.0,1,0,0,0.0319
103.226,0.0,0.0,0.0174,3.0,15,0,11,4,4,3.0,45,4886211,0,0.2868
103.272,0.0,0.0,0.0207,6.0,13,0,12,0,12,0.0,33,0,0,0.0757
103.361,0.0,0.0,0.0054,1.0,19,0,13,8,8,0.0,44,0,0,0.1509
103.66,0.0,0.0,0.0055,7.0,12,0,14,0,17,0.0,8,0,0,0.0397
103.927,0.0,0.0,0.0011,0.0,20,0,15,0,15,0.0,27,0,0,0.0757
104.069,0.0,0.0,0.004,0.0,22,0,16,0,18,0.0,8,0,0,0.0397
104.112,0.0,0.0,0.0015,1.0,17,0,17,7,7,0.0,45,4938768,0,0.2868
104.552,0.0,0.0,0.0002,0.0,23,0,18,9,9,0.0,44,0,0,0.1509
105.372,0.0,0.0,0.0044,2.0,16,0,19,0,13,0.0,33,0,0,0.008
105.811,0.0,0.0,0.0049,0.0,21,0,20,10,10,0.0,44,0,0,0.1509
105.942,0.0,0.0,0.0002,0.0,26,0,21,0,22,0.0,0,0,0,0.0303
106.499,0.0,0.0,0.0045,0.0,24,0,22,0,16,0.0,23,0,0,0.0037
92.371,0.0,0.0,0.0076,6.0,2,0,1,2,2,6.0,58,5608420,0,0.2868
92.509,0.0,0.0,0.0054,10.0,1,1,2,1,1,10.0,58,5570400,0,0.2868
92.889,0.0,0.0,0.0059,4.0,3,0,3,3,3,4.0,58,5632971,0,0.2868
94.054,0.0,0.0,0.0059,2.0,5,0,5,5,5,2.0,58,5665471,0,0.2868
94.344,0.0,0.0,0.0045,3.0,4,0,7,4,4,3.0,58,5647437,0,0.2868
94.494,0.0,0.0,0.0077,0.0,8,0,9,8,8,0.0,57,0,0,0.1509
94.832,0.0,0.0,0.0044,1.0,6,0,10,6,6,1.0,57,0,0,0.1509
95.33,0.0,0.0,0.0084,0.0,7,0,11,7,7,0.0,57,0,0,0.1509
95.715,0.0,0.0,0.0045,0.0,11,0,15,11,11,0.0,55,0,0,0.0273
96.198,0.0,0.0,0.0011,0.0,9,0,18,9,9,0.0,56,0,0,0.0603
96.298,0.0,0.0,0.004,0.0,10,0,20,10,10,0.0,56,0,0,0.0603
78.111,0.0,0.0,0.0054,20.0,1,2,1,1,1,10.0,71,6592976,0,0.2868
79.254,0.0,0.0,0.0076,6.0,3,0,3,0,17,0.0,26,0,0,0.0297
79.474,0.0,0.0,0.0185,4.0,6,0,4,3,3,4.0,70,0,0,0.1509
79.484,0.0,0.0,0.0054,6.0,2,0,5,2,2,6.0,71,6610958,0,0.2868
79.519,0.0,0.0,0.0031,0.0,16,0,6,12,12,0.0,64,0,0,0.0297
79.607,0.0,0.0,0.0059,5.0,4,0,7,4,4,3.0,70,0,0,0.1509
79.762,0.0,0.0,0.0045,3.0,7,0,8,0,18,0.0,26,0,0,0.0052
79.799,0.0,0.0,0.0077,0.0,11,0,9,0,14,0.0,36,0,0,0.0757
79.951,0.0,0.0,0.0059,4.0,5,0,10,7,7,0.0,70,0,0,0.1509
80.0,0.0,0.0,0.0044,3.0,8,0,11,5,5,2.0,70,0,0,0.1509
80.426,0.0,0.0,0.0084,1.0,9,0,15,6,6,1.0,70,0,0,0.1509
80.427,0.0,0.0,0.0045,0.0,12,0,16,9,9,0.0,69,0,0,0.0603
80.44,0.0,0.0,0.0011,0.0,13,0,17,0,20,0.0,24,0,0,0.0297
81.491,0.0,0.0,0.0017,0.0,14,0,18,10,10,0.0,68,0,0,0.0273
83.174,0.0,0.0,0.0021,0.0,15,0,19,11,11,0.0,67,0,0,0.0151
0.0,0.0,0.0,0.004,0.0,10,0,22,8,8,0.0,69,0,0,0.0603
90.346,0.0,0.0,0.0054,30.0,1,3,1,1,1,10.0,72,6895322,0,0.2868
90.598,0.0,0.0,0.0185,4.0,6,0,2,0,12,0.0,46,0,0,0.0004
90.907,0.0,0.0,0.0076,12.0,2,0,3,2,2,6.0,72,6907489,0,0.2868
91.038,0.0,0.0,0.0054,10.0,3,0,4,3,3,4.0,72,6910076,0,0.2868
91.262,0.0,0.0,0.0045,3.0,8,0,5,0,11,0.0,56,0,0,0.0161
91.404,0.0,0.0,0.0207,3.0,7,0,6,4,4,3.0,72,6950453,0,0.2868
91.615,0.0,0.0,0.0049,1.0,11,0,7,6,6,1.0,72,6964235,0,0.2868
91.801,0.0,0.0,0.0059,5.0,5,0,8,0,22,0.0,19,0,0,0.0041
92.001,0.0,0.0,0.0151,0.0,12,0,9,7,7,0.0,72,6968722,0,0.2868
92.058,0.0,0.0,0.0059,6.0,4,0,10,5,5,2.0,72,6960313,0,0.2868
92.13,0.0,0.0,0.0077,0.0,14,0,11,0,17,0.0,32,0,0,0.0297
92.177,0.0,0.0,0.0084,1.0,10,0,12,8,8,0.0,72,6969617,0,0.2868
92.407,0.0,0.0,0.0045,0.0,15,0,13,0,19,0.0,28,0,0,0.012
92.696,0.0,0.0,0.0031,0.0,21,0,15,0,15,0.0,34,0,0,0.0319
92.903,0.0,0.0,0.0044,3.0,9,0,16,0,14,0.0,36,0,0,0.0041
93.256,0.0,0.0,0.0055,0.0,16,0,17,9,9,0.0,71,0,0,0.1509
93.424,0.0,0.0,0.004,0.0,13,0,18,0,18,0.0,29,0,0,0.0007
93.727,0.0,0.0,0.0017,0.0,18,0,19,0,13,0.0,39,0,0,0.012
93.752,0.0,0.0,0.0011,0.0,17,0,20,0,20,0.0,24,0,0,0.0005
94.83,0.0,0.0,0.0021,0.0,20,0,21,0,21,0.0,24,0,0,0.0319
95.651,0.0,0.0,0.002,0.0,19,0,22,10,10,0.0,69,0,0,0.0273
78.941,0.0,0.0,0.0054,33.0,1,3,1,4,4,3.0,67,5639984,0,0.2868
79.721,0.0,0.0,0.0076,22.0,2,1,2,1,1,10.0,67,5606473,0,0.2868
80.149,0.0,0.0,0.0185,10.0,4,0,3,2,2,6.0,67,5607235,0,0.2868
80.711,0.0,0.0,0.0054,10.0,3,0,4,0,20,0.0,1,0,0,0.0319
80.818,0.0,0.0,0.0207,5.0,7,0,5,5,5,2.0,67,5640186,0,0.2868
80.888,0.0,0.0,0.0151,4.0,8,0,6,3,3,4.0,67,5639307,0,0.2868
80.931,0.0,0.0,0.0059,6.0,5,0,7,0,19,0.0,6,0,0,0.0118
81.054,0.0,0.0,0.0045,3.0,9,0,8,9,9,0.0,67,5687534,0,0.2868
81.078,0.0,0.0,0.0059,5.0,6,0,9,8,8,0.0,67,5684911,0,0.2868
81.113,0.0,0.0,0.0077,0.0,16,0,10,0,16,0.0,59,0,0,0.0095
81.177,0.0,0.0,0.0031,1.0,12,0,11,6,6,1.0,67,5662040,0,0.2868
81.21,0.0,0.0,0.0055,0.0,14,0,12,7,7,0.0,67,5684500,0,0.2868
81.367,0.0,0.0,0.0049,1.0,13,0,13,0,17,0.0,38,0,0,0.0757
81.458,0.0,0.0,0.0044,3.0,10,0,14,0,14,0.0,66,0,0,0.0055
81.509,0.0,0.0,0.0084,1.0,11,0,15,0,18,0.0,6,0,0,0.0319
81.812,0.0,0.0,0.0045,0.0,17,0,16,0,15,0.0,65,0,0,0.0055
82.733,0.0,0.0,0.004,0.0,15,0,17,10,10,0.0,66,0,0,0.1509
82.921,0.0,0.0,0.0144,0.0,22,0,18,13,13,0.0,65,0,0,0.0603
83.139,0.0,0.0,0.0017,0.0,19,0,19,12,12,0.0,65,0,0,0.0603
83.62,0.0,0.0,0.0011,0.0,18,0,20,11,11,0.0,65,0,0,0.0603
86.89,0.0,0.0,0.0185,16.0,3,0,1,2,2,6.0,63,5742616,0,0.2868
87.105,0.0,0.0,0.0054,43.0,1,4,2,1,1,10.0,63,5726156,0,0.2868
87.22,0.0,0.0,0.0076,22.0,2,1,3,11,11,0.0,57,0,0,0.0161
87.688,0.0,0.0,0.0151,4.0,9,0,4,0,14,0.0,44,0,0,0.0052
88.009,0.0,0.0,0.0054,11.0,4,0,5,6,6,1.0,62,0,0,0.1509
88.205,0.0,0.0,0.0059,9.0,5,0,6,4,4,3.0,63,5787739,0,0.2868
88.336,0.0,0.0,0.0045,7.0,6,0,7,3,3,4.0,63,5773047,0,0.2868
88.423,0.0,0.0,0.0044,3.0,10,0,8,0,21,0.0,23,0,0,0.0757
88.632,0.0,0.0,0.0207,7.0,7,0,9,5,5,2.0,63,5804646,0,0.2868
88.785,0.0,0.0,0.0077,0.0,16,0,10,0,18,0.0,32,0,0,0.0095
89.079,0.0,0.0,0.0059,5.0,8,0,11,8,8,0.0,61,0,0,0.0757
89.472,0.0,0.0,0.0084,1.0,11,0,13,0,12,0.0,54,0,0,0.0757
89.539,0.0,0.0,0.0049,1.0,13,0,14,0,16,0.0,38,0,0,0.0052
89.541,0.0,0.0,0.0055,0.0,15,0,15,0,20,0.0,25,0,0,0.0118
89.892,0.0,0.0,0.0045,0.0,18,0,16,0,13,0.0,45,0,0,0.0297
89.989,0.0,0.0,0.004,0.0,14,0,17,7,7,0.0,62,0,0,0.1509
90.471,0.0,0.0,0.0017,0.0,17,0,18,9,9,0.0,61,0,0,0.0603
90.814,0.0,0.0,0.0144,0.0,22,0,19,0,19,0.0,30,0,0,0.0757
91.316,0.0,0.0,0.0011,0.0,19,0,20,0,15,0.0,40,0,0,0.0757
92.037,0.0,0.0,0.0021,0.0,20,0,21,10,10,0.0,59,0,0,0.0151
80.356,0.0,0.0,0.0185,16.0,3,0,1,0,17,0.0,0,0,0,0.0297
80.866,0.0,0.0,0.0054,43.0,1,4,2,0,11,0.0,40,0,0,0.0757
80.918,0.0,0.0,0.0054,11.0,5,0,3,0,9,0.0,60,0,0,0.0161
81.067,0.0,0.0,0.0045,7.0,8,0,4,0,13,0.0,9,0,0,0.0303
81.46,0.0,0.0,0.0151,10.0,6,0,5,2,2,6.0,75,7250457,0,0.2868
81.504,0.0,0.0,0.0207,7.0,9,0,6,0,18,0.0,0,0,0,0.0297
81.542,0.0,0.0,0.0059,9.0,7,0,7,7,7,0.0,68,0,0,0.0319
81.688,0.0,0.0,0.0059,6.0,10,0,8,6,6,1.0,70,0,0,0.0319
81.929,0.0,0.0,0.0077,3.0,13,0,9,4,4,3.0,74,0,0,0.0093
81.963,0.0,0.0,0.0076,22.0,2,1,10,0,8,0.0,66,0,0,0.0319
82.235,0.0,0.0,0.0044,5.0,11,0,11,5,5,2.0,70,0,0,0.0319
82.327,0.0,0.0,0.0049,1.0,15,0,12,0,21,0.0,0,0,0,0.0297
82.346,0.0,0.0,0.0055,4.0,12,0,13,3,3,4.0,75,7283132,0,0.2868
