q1,q2,q3,driverRef_freq,points_qualifying,position_qualifying,wins,grid,position_results,positionOrder,points_results,laps,milliseconds,rank,status_freq
89.994,0.0,0.0,0.0101,1.0,13,0,17,0,19,0.0,27,0,20,0.0095
90.244,0.0,0.0,0.0011,0.0,18,0,18,14,14,0.0,50,4952372,11,0.2868
90.447,0.0,0.0,0.0125,0.0,20,0,19,17,17,0.0,50,4961339,15,0.2868
128.51,0.0,0.0,0.0035,0.0,16,0,20,16,16,0.0,50,4961187,18,0.2868
77.384,77.056,76.732,0.0204,69.0,1,2,1,1,1,25.0,58,9158371,2,0.2868
77.654,77.513,76.968,0.0125,18.0,7,0,2,0,18,0.0,17,0,18,0.0757
77.689,77.551,77.104,0.0346,38.0,4,0,3,2,2,18.0,58,9158550,5,0.2868
77.832,77.283,77.139,0.0377,45.0,3,0,4,3,3,15.0,58,9159140,4,0.2868
77.928,77.349,77.27,0.0202,20.0,5,0,5,12,12,0.0,58,9164965,3,0.2868
77.873,77.616,77.308,0.0164,20.0,6,0,6,4,4,12.0,58,9161453,6,0.2868
78.218,77.39,77.369,0.0145,6.0,10,0,7,0,20,0.0,0,0,0,0.0319
77.962,77.761,77.609,0.0101,1.0,18,0,8,0,19,0.0,6,0,19,0.0397
78.312,77.574,77.675,0.0149,4.0,14,0,9,13,13,0.0,56,0,7,0.0319
78.029,77.412,77.735,0.0223,6.0,9,0,10,7,7,6.0,58,9163310,8,0.2868
77.77,77.768,0.0,0.0151,4.0,12,0,11,14,14,0.0,56,0,11,0.0319
78.471,78.099,0.0,0.0088,1.0,16,0,12,10,10,1.0,58,9164423,15,0.2868
78.243,78.119,0.0,0.0125,8.0,8,0,13,6,6,8.0,58,9162072,9,0.2868
78.159,78.129,0.0,0.018,1.0,17,0,14,17,17,0.0,52,0,14,0.0397
78.45,78.335,0.0,0.0011,0.0,20,0,15,15,15,0.0,56,0,10,0.0319
78.517,0.0,0.0,0.0045,4.0,13,0,16,8,8,4.0,58,9163753,12,0.2868
78.54,0.0,0.0,0.0066,2.0,15,0,17,9,9,2.0,58,9164084,16,0.2868
78.557,0.0,0.0,0.0035,0.0,19,0,18,16,16,0.0,56,0,13,0.0319
78.714,0.0,0.0,0.0241,4.0,11,0,0,11,11,0.0,58,9164884,17,0.2868
0.0,0.0,0.0,0.0274,54.0,2,1,0,5,5,11.0,58,9161691,1,0.2868
101.269,101.037,100.203,0.0145,28.0,6,0,1,3,3,15.0,51,5583653,4,0.2868
101.398,100.822,100.391,0.0204,93.0,1,2,2,2,2,18.0,51,5564573,2,0.2868
101.756,101.131,100.495,0.0274,87.0,2,2,3,1,1,25.0,51,5562436,5,0.2868
102.197,101.369,101.016,0.0202,34.0,5,0,4,5,5,10.0,51,5607927,6,0.2868
102.113,101.65,101.177,0.0346,48.0,4,0,5,6,6,8.0,51,5608581,7,0.2868
101.72,101.37,101.253,0.0377,60.0,3,0,6,4,4,12.0,51,5584460,3,0.2868
102.154,101.485,101.281,0.0125,10.0,9,0,7,9,9,2.0,51,5642812,12,0.2868
102.234,101.569,101.581,0.0088,2.0,16,0,8,10,10,1.0,51,5646298,11,0.2868
102.524,101.576,101.611,0.0164,27.0,8,0,9,7,7,6.0,51,5614053,9,0.2868
102.455,101.636,101.611,0.0045,4.0,11,0,10,11,11,0.0,51,5648937,10,0.2868
102.073,101.654,0.0,0.0125,28.0,7,0,11,8,8,5.0,51,5636676,1,0.2868
102.622,101.798,0.0,0.0151,4.0,13,0,0,15,15,0.0,51,5660230,14,0.2868
102.171,101.818,0.0,0.0101,1.0,17,0,12,12,12,0.0,51,5651059,15,0.2868
102.582,102.259,0.0,0.0241,4.0,12,0,13,18,18,0.0,50,0,16,0.1509
102.242,102.395,0.0,0.0035,0.0,19,0,14,16,16,0.0,51,5663379,17,0.2868
102.642,0.0,0.0,0.0066,2.0,15,0,15,0,19,0.0,36,0,19,0.005
102.755,0.0,0.0,0.0223,6.0,10,0,0,17,17,0.0,50,0,18,0.1509
103.417,0.0,0.0,0.018,1.0,18,0,16,13,13,0.0,51,5652165,13,0.2868
104.853,0.0,0.0,0.0149,4.0,14,0,17,14,14,0.0,51,5653768,8,0.2868
0.0,0.0,0.0,0.0011,0.0,20,0,18,0,20,0.0,9,0,20,0.0397
87.713,87.328,86.841,0.0274,105.0,2,2,1,2,2,18.0,57,5263625,3,0.2868
88.179,87.097,87.202,0.0377,75.0,3,0,2,3,3,15.0,57,5284546,2,0.2868
87.686,87.148,87.349,0.0202,44.0,5,0,3,5,5,10.0,57,5300752,10,0.2868
87.809,87.673,87.767,0.018,2.0,17,0,4,10,10,1.0,57,5321186,13,0.2868
88.061,87.612,87.786,0.0149,8.0,10,0,5,8,8,4.0,57,5313911,17,0.2868
88.086,87.743,87.804,0.0125,40.0,6,0,6,4,4,12.0,57,5291470,7,0.2868
87.713,86.964,87.861,0.0145,34.0,7,0,7,7,7,6.0,57,5311229,11,0.2868
87.872,87.444,87.935,0.0151,6.0,12,0,8,9,9,2.0,57,5316364,9,0.2868
87.363,86.814,0.0,0.0204,119.0,1,3,9,1,1,26.0,57,5258241,1,0.2868
87.864,87.564,0.0,0.0241,4.0,13,0,10,13,13,0.0,57,5329878,15,0.2868
88.234,87.795,0.0,0.0101,1.0,18,0,11,14,14,0.0,57,5331102,16,0.2868
87.945,87.903,0.0,0.0223,6.0,11,0,12,15,15,0.0,57,5333191,6,0.2868
87.846,87.975,0.0,0.0346,56.0,4,0,13,6,6,8.0,57,5309490,4,0.2868
88.18,88.091,0.0,0.0066,2.0,15,0,14,16,16,0.0,57,5336681,14,0.2868
88.325,88.395,0.0,0.0011,0.0,20,0,15,18,18,0.0,57,5347190,12,0.2868
88.394,0.0,0.0,0.0125,10.0,9,0,16,17,17,0.0,57,5345958,20,0.2868
88.429,0.0,0.0,0.0088,2.0,16,0,17,11,11,0.0,57,5322550,8,0.2868
88.476,0.0,0.0,0.0164,27.0,8,0,18,12,12,0.0,57,5322995,5,0.2868
88.484,0.0,0.0,0.0045,4.0,14,0,19,19,19,0.0,56,0,18,0.1509
88.577,0.0,0.0,0.0035,0.0,19,0,20,20,20,0.0,56,0,19,0.1509
72.386,71.908,71.365,0.0204,144.0,1,4,1,1,1,25.0,78,6531980,7,0.2868
72.886,72.107,71.449,0.0377,93.0,3,0,2,2,2,18.0,78,6559901,9,0.2868
72.912,72.103,71.471,0.0145,42.0,7,0,6,6,6,8.0,78,6593870,2,0.2868
72.967,72.248,71.553,0.0151,21.0,9,0,3,3,3,15.0,78,6568970,6,0.2868
72.717,72.21,71.63,0.0202,48.0,6,0,4,8,8,4.0,78,6595371,5,0.2868
72.872,72.156,71.725,0.0346,69.0,4,0,5,4,4,13.0,78,6571042,1,0.2868
73.033,72.169,71.933,0.0149,14.0,10,0,7,7,7,6.0,78,6594342,3,0.2868
72.769,72.151,71.964,0.0125,50.0,5,0,8,5,5,10.0,78,6588264,10,0.2868
72.642,72.249,72.082,0.0088,2.0,16,0,9,15,15,0.0,76,0,16,0.0603
72.877,72.377,72.254,0.0125,12.0,11,0,10,9,9,2.0,77,0,19,0.1509
73.006,72.395,0.0,0.0045,5.0,13,0,11,10,10,1.0,77,0,14,0.1509
73.054,72.428,0.0,0.0011,0.0,19,0,12,12,12,0.0,77,0,15,0.1509
72.706,72.527,0.0,0.0101,1.0,18,0,13,14,14,0.0,77,0,8,0.1509
72.722,72.623,0.0,0.0164,27.0,8,0,14,0,20,0.0,53,0,17,0.0397
73.038,72.625,0.0,0.0241,4.0,14,0,15,11,11,0.0,77,0,18,0.1509
73.113,0.0,0.0,0.0035,0.0,20,0,16,18,18,0.0,76,0,13,0.0603
73.27,0.0,0.0,0.018,2.0,17,0,17,0,19,0.0,70,0,20,0.0022
73.279,0.0,0.0,0.0223,6.0,12,0,18,17,17,0.0,76,0,12,0.0603
73.523,0.0,0.0,0.0066,2.0,15,0,19,13,13,0.0,77,0,11,0.1509
73.85,0.0,0.0,0.0274,105.0,2,2,20,16,16,0.0,76,0,4,0.0603
73.615,72.76,72.272,0.0204,170.0,1,5,1,1,1,26.0,66,5277940,1,0.2868
73.411,72.79,72.734,0.0202,58.0,6,0,2,5,5,10.0,66,5323638,11,0.2868
73.295,72.776,72.792,0.0125,12.0,11,0,3,17,17,0.0,65,0,4,0.1509
73.471,73.186,72.816,0.0149,15.0,10,0,10,10,10,1.0,66,5351470,10,0.2868
72.937,72.999,72.818,0.0346,87.0,4,0,4,2,2,18.0,66,5302030,3,0.2868
73.766,73.082,72.994,0.0164,35.0,8,0,5,6,6,8.0,66,5341260,14,0.2868
73.433,73.001,73.083,0.0151,25.0,9,0,6,8,8,4.0,66,5347182,18,0.2868
73.42,73.283,73.229,0.0223,6.0,12,0,7,15,15,0.0,65,0,16,0.1509
73.747,73.098,73.507,0.0377,99.0,3,0,8,7,7,6.0,66,5342067,7,0.2868
73.691,73.059,73.682,0.0045,5.0,13,0,9,13,13,0.0,65,0,13,0.1509
73.874,73.334,0.0,0.0274,117.0,2,2,11,4,4,12.0,66,5313752,2,0.2868
73.326,73.447,0.0,0.0125,65.0,5,0,12,3,3,15.0,66,5310329,5,0.2868
73.677,73.521,0.0,0.0066,4.0,15,0,13,9,9,2.0,66,5349818,15,0.2868
73.581,74.083,0.0,0.0011,0.0,19,0,14,14,14,0.0,65,0,12,0.1509
73.862,74.477,0.0,0.0088,2.0,16,0,15,12,12,0.0,66,5353356,17,0.2868
73.977,0.0,0.0,0.0241,4.0,14,0,16,19,19,0.0,65,0,8,0.1509
74.042,0.0,0.0,0.018,2.0,17,0,17,18,18,0.0,65,0,6,0.1509
74.063,0.0,0.0,0.0101,1.0,18,0,18,16,16,0.0,65,0,19,0.1509
74.079,0.0,0.0,0.0145,42.0,7,0,19,11,11,0.0,66,5352359,9,0.2868
74.699,0.0,0.0,0.0035,0.0,20,0,20,20,20,0.0,65,0,20,0.1509
80.851,79.092,85.858,0.0204,195.0,1,6,1,1,1,25.0,70,5638348,3,0.2868
82.73,80.305,87.102,0.0223,6.0,13,0,5,15,15,0.0,69,0,19,0.1509
81.481,79.776,87.286,0.0377,117.0,3,0,2,2,2,18.0,70,5647918,4,0.2868
81.554,80.426,87.627,0.0346,102.0,4,0,3,3,3,15.0,70,5642946,2,0.2868
81.798,80.098,87.893,0.0125,65.0,6,0,4,0,19,0.0,53,0,18,0.0095
82.114,80.406,87.945,0.0151,29.0,9,0,6,8,8,4.0,70,5700040,15,0.2868
81.998,79.347,88.046,0.0125,12.0,11,0,7,13,13,0.0,70,5706711,8,0.2868
82.248,79.856,89.294,0.0202,68.0,5,0,11,5,5,10.0,70,5659888,6,0.2868
82.19,79.659,91.349,0.0045,5.0,14,0,8,11,11,0.0,70,5703449,11,0.2868
81.938,78.725,0.0,0.0101,7.0,12,0,9,7,7,6.0,70,5699161,16,0.2868
81.843,80.615,0.0,0.0145,54.0,7,0,10,4,4,12.0,70,5656996,5,0.2868
82.151,80.959,0.0,0.0274,126.0,2,2,12,6,6,9.0,70,5689376,1,0.2868
82.677,81.484,0.0,0.0164,37.0,8,0,16,9,9,2.0,70,5702750,10,0.2868
82.351,81.678,0.0,0.018,2.0,18,0,13,17,17,0.0,69,0,7,0.1509
82.332,81.821,0.0,0.0241,5.0,15,0,14,10,10,1.0,70,5702780,12,0.2868
82.746,0.0,0.0,0.0088,2.0,17,0,19,14,14,0.0,70,5711771,14,0.2868
82.886,0.0,0.0,0.0149,15.0,10,0,15,12,12,0.0,70,5703597,9,0.2868
83.137,0.0,0.0,0.0011,0.0,19,0,17,18,18,0.0,69,0,13,0.1509
83.337,0.0,0.0,0.0035,0.0,20,0,18,0,20,0.0,6,0,20,0.0757
83.342,0.0,0.0,0.0066,4.0,16,0,20,16,16,0.0,69,0,17,0.1509
65.116,64.951,64.391,0.0204,229.0,1,7,1,1,1,26.0,71,5133607,1,0.2868
65.577,65.087,64.439,0.0145,72.0,6,0,2,2,2,18.0,71,5138762,5,0.2868
65.339,64.975,64.581,0.0202,82.0,5,0,3,6,6,8.0,71,5164984,6,0.2868
65.617,65.038,64.658,0.0125,24.0,10,0,4,4,4,12.0,71,5159934,4,0.2868
65.673,65.188,64.819,0.0346,106.0,4,0,5,8,8,4.0,71,5182803,9,0.2868
65.71,65.121,64.893,0.0164,44.0,8,0,6,9,9,2.0,71,5192650,3,0.2868
65.655,65.181,64.911,0.0377,131.0,3,0,7,5,5,10.0,71,5163924,8,0.2868
65.74,65.362,65.09,0.0223,9.0,12,0,8,0,20,0.0,12,0,20,0.0006
65.515,65.308,65.17,0.0149,16.0,11,0,9,10,10,1.0,71,5201274,7,0.2868
65.673,65.387,65.823,0.0101,7.0,13,0,10,11,11,0.0,71,5213374,11,0.2868
65.686,65.428,0.0,0.0125,72.0,7,0,11,7,7,6.0,71,5182010,10,0.2868
65.729,65.453,0.0,0.0151,31.0,9,0,12,14,14,0.0,70,0,15,0.1509
65.683,65.605,0.0,0.0045,5.0,14,0,13,16,16,0.0,70,0,17,0.1509
65.763,65.68,0.0,0.0241,5.0,15,0,14,15,15,0.0,70,0,18,0.1509
65.177,126.688,0.0,0.0274,148.0,2,2,15,3,3,15.0,71,5150795,2,0.2868
65.784,0.0,0.0,0.0088,2.0,17,0,16,19,19,0.0,70,0,13,0.1509
65.818,0.0,0.0,0.0066,4.0,16,0,17,12,12,0.0,70,0,14,0.1509
65.948,0.0,0.0,0.0035,0.0,19,0,18,13,13,0.0,70,0,12,0.1509
65.971,0.0,0.0,0.018,2.0,18,0,0,18,18,0.0,70,0,19,0.1509
65.974,0.0,0.0,0.0011,0.0,20,0,0,17,17,0.0,70,0,16,0.1509
89.428,87.702,86.72,0.0204,255.0,1,8,1,1,1,26.0,52,5116938,1,0.2868
88.917,88.042,86.961,0.0125,42.0,9,0,2,2,2,18.0,52,5120736,2,0.2868
89.874,87.845,87.092,0.0045,17.0,11,0,3,4,4,12.0,52,5124714,4,0.2868
89.143,88.361,87.136,0.0145,74.0,7,0,4,9,9,2.0,52,5135627,7,0.2868
89.865,88.265,87.148,0.0202,83.0,5,0,5,10,10,1.0,52,5136386,10,0.2868
89.412,88.782,87.155,0.0125,82.0,6,0,6,5,5,10.0,52,5128144,6,0.2868
89.415,88.545,87.211,0.0346,121.0,4,0,7,3,3,15.0,52,5123721,3,0.2868
89.466,88.067,87.53,0.0101,11.0,13,0,8,8,8,4.0,52,5134816,8,0.2868
89.949,88.368,87.659,0.0377,137.0,3,0,9,7,7,6.0,52,5134131,9,0.2868
89.533,88.751,87.689,0.0149,16.0,12,0,10,18,18,0.0,46,0,12,0.0022
89.603,88.896,0.0,0.0223,9.0,14,0,11,13,13,0.0,52,5143601,15,0.2868
89.448,88.935,0.0,0.0164,44.0,8,0,12,14,14,0.0,52,5144421,11,0.2868
89.7,88.956,0.0,0.0151,31.0,10,0,13,0,20,0.0,9,0,20,0.0046
89.873,89.031,0.0,0.0035,0.0,19,0,14,11,11,0.0,52,5140570,13,0.2868
89.798,0.0,0.0,0.0241,5.0,15,0,20,12,12,0.0,52,5142768,16,0.2868
89.968,0.0,0.0,0.0274,156.0,2,2,15,6,6,8.0,52,5129820,5,0.2868
90.025,0.0,0.0,0.0088,2.0,17,0,16,16,16,0.0,52,5148163,17,0.2868
90.123,0.0,0.0,0.0066,4.0,16,0,17,15,15,0.0,52,5146758,14,0.2868
90.513,0.0,0.0,0.0011,0.0,20,0,18,17,17,0.0,52,5150066,18,0.2868
92.378,0.0,0.0,0.018,2.0,18,0,19,0,19,0.0,31,0,19,0.0757
78.577,77.427,76.609,0.0346,133.0,4,0,1,4,4,12.0,70,5927768,2,0.2868
78.318,77.547,76.612,0.0204,281.0,1,9,2,1,1,26.0,70,5888634,1,0.2868
78.697,77.328,76.694,0.0125,60.0,8,0,3,2,2,18.0,70,5922365,4,0.2868
78.464,77.571,76.905,0.0045,27.0,11,0,4,5,5,10.0,70,5951206,8,0.2868
78.143,77.7,76.971,0.0066,4.0,16,0,5,16,16,0.0,69,0,15,0.1509
78.44,77.58,76.992,0.0145,80.0,7,0,6,7,7,6.0,70,5958951,6,0.2868
78.775,77.563,77.034,0.0241,5.0,15,0,7,12,12,0.0,69,0,14,0.1509
78.58,77.701,77.035,0.0377,139.0,3,0,8,9,9,2.0,70,5964343,9,0.2868
78.36,77.675,77.045,0.0274,171.0,2,2,9,3,3,15.0,70,5926237,5,0.2868
78.695,77.652,77.186,0.0223,9.0,14,0,10,14,14,0.0,69,0,13,0.1509
78.393,77.703,0.0,0.0202,87.0,6,0,11,8,8,4.0,70,5959707,7,0.2868
78.854,77.841,0.0,0.0151,31.0,10,0,12,0,19,0.0,2,0,0,0.0022
78.906,78.002,0.0,0.025,0.0,21,0,13,13,13,0.0,69,0,17,0.1509
78.782,78.144,0.0,0.0164,45.0,9,0,14,10,10,1.0,69,0,11,0.1509
78.743,78.217,0.0,0.0149,16.0,12,0,15,0,20,0.0,1,0,0,0.0022
78.917,0.0,0.0,0.0101,11.0,13,0,16,11,11,0.0,69,0,18,0.1509
78.919,0.0,0.0,0.0088,2.0,17,0,17,15,15,0.0,69,0,10,0.1509
79.027,0.0,0.0,0.0125,90.0,5,0,18,6,6,8.0,70,5954459,3,0.2868
79.206,0.0,0.0,0.018,2.0,18,0,19,17,17,0.0,69,0,16,0.1509
79.248,0.0,0.0,0.0035,0.0,19,0,20,0,18,0.0,67,0,12,0.004
118.515,112.784,106.168,0.0204,314.0,1,10,6,1,1,25.0,44,4950450,2,0.2868
118.3,112.017,106.988,0.0145,99.0,5,0,1,3,3,15.0,44,4982709,7,0.2868
118.899,112.353,107.045,0.0274,189.0,2,2,2,2,2,18.0,44,4972755,6,0.2868
118.563,112.345,107.087,0.0346,148.0,4,0,3,4,4,13.0,44,5000121,1,0.2868
118.688,111.711,107.152,0.0202,92.0,7,0,4,0,19,0.0,23,0,19,0.0022
118.872,111.534,107.365,0.0045,34.0,11,0,5,0,20,0.0,0,0,0,0.0022
119.981,112.252,107.669,0.0125,69.0,8,0,7,7,7,6.0,44,5024169,18,0.2868
119.035,112.605,107.805,0.0125,99.0,6,0,8,6,6,8.0,44,5013551,11,0.2868
118.834,112.751,107.843,0.0377,149.0,3,0,9,5,5,10.0,44,5006634,13,0.2868
119.663,112.193,108.841,0.0164,47.0,9,0,10,9,9,2.0,44,5029790,16,0.2868
119.044,113.148,0.0,0.0088,3.0,17,0,11,10,10,1.0,44,5030671,17,0.2868
119.511,113.671,0.0,0.0149,22.0,12,0,12,11,11,0.0,44,5033534,12,0.2868
120.02,114.16,0.0,0.018,2.0,18,0,16,15,15,0.0,44,5052204,14,0.2868
119.484,114.694,0.0,0.0241,5.0,15,0,13,12,12,0.0,44,5035641,10,0.2868
119.634,116.372,0.0,0.0151,35.0,10,0,14,8,8,4.0,44,5025169,8,0.2868
120.314,0.0,0.0,0.0101,11.0,13,0,15,14,14,0.0,44,5046634,3,0.2868
120.832,0.0,0.0,0.0066,4.0,16,0,17,13,13,0.0,44,5045891,5,0.2868
121.535,0.0,0.0,0.0035,0.0,19,0,18,17,17,0.0,44,5054926,9,0.2868
122.159,0.0,0.0,0.025,0.0,21,0,19,16,16,0.0,44,5053521,15,0.2868
123.166,0.0,0.0,0.0223,9.0,14,0,0,18,18,0.0,44,5060900,4,0.2868
80.965,78.856,70.567,0.0204,339.0,1,11,1,1,1,25.0,72,8644411,2,0.2868
81.276,79.769,71.104,0.0125,75.0,8,0,2,7,7,6.0,72,8657643,6,0.2868
81.345,79.62,71.294,0.0125,99.0,7,0,3,17,17,0.0,72,8700165,14,0.2868
80.939,79.399,71.419,0.0101,15.0,13,0,4,8,8,4.0,72,8659566,8,0.2868
81.84,79.429,71.506,0.0377,168.0,3,0,5,2,2,19.0,72,8648155,1,0.2868
81.321,79.929,71.754,0.0202,102.0,5,0,6,5,5,10.0,72,8656952,13,0.2868
81.972,79.856,71.88,0.0274,201.0,2,2,7,4,4,12.0,72,8655093,4,0.2868
81.231,79.392,71.938,0.0045,36.0,12,0,8,9,9,2.0,72,8660991,5,0.2868
82.019,79.6,72.665,0.0145,99.0,6,0,9,0,19,0.0,41,0,19,0.0001
82.036,80.067,76.748,0.0035,0.0,19,0,10,0,20,0.0,14,0,20,0.0397
81.57,80.121,0.0,0.0164,47.0,9,0,11,11,11,0.0,72,8664498,15,0.2868
81.735,80.128,0.0,0.0149,37.0,10,0,12,3,3,15.0,72,8651469,7,0.2868
81.919,80.151,0.0,0.0346,156.0,4,0,13,6,6,8.0,72,8657620,3,0.2868
81.781,80.23,0.0,0.0088,3.0,17,0,17,15,15,0.0,72,8682344,18,0.2868
81.891,80.25,0.0,0.0223,9.0,14,0,14,12,12,0.0,72,8665251,9,0.2868
82.067,0.0,0.0,0.0066,4.0,16,0,15,0,18,0.0,62,0,16,0.0397
82.11,0.0,0.0,0.0151,36.0,11,0,16,10,10,1.0,72,8662757,10,0.2868
82.192,0.0,0.0,0.018,2.0,18,0,0,16,16,0.0,72,8679515,17,0.2868
82.26,0.0,0.0,0.0241,5.0,15,0,18,14,14,0.0,72,8671799,11,0.2868
83.42,0.0,0.0,0.0011,0.0,22,0,19,13,13,0.0,72,8670558,12,0.2868
81.965,80.991,80.294,0.0202,117.0,5,0,1,3,3,15.0,51,4432336,3,0.2868
81.573,80.937,80.307,0.0204,364.0,1,12,2,1,1,25.0,51,4421143,2,0.2868
81.788,80.977,80.361,0.0145,111.0,6,0,3,4,4,12.0,51,4432520,5,0.2868
82.148,81.382,80.671,0.0125,109.0,7,0,4,5,5,10.0,51,4444171,9,0.2868
81.911,81.24,80.688,0.0274,219.0,2,2,5,2,2,18.0,51,4427207,4,0.2868
81.661,81.272,80.76,0.0101,21.0,13,0,6,7,7,6.0,51,4466249,16,0.2868
82.106,81.527,80.785,0.0045,36.0,12,0,7,12,12,0.0,51,4494217,1,0.2868
81.977,81.369,80.82,0.0346,164.0,4,0,8,6,6,8.0,51,4463822,6,0.2868
81.995,81.581,80.979,0.0125,79.0,8,0,9,8,8,4.0,51,4466592,14,0.2868
82.043,81.543,81.417,0.0377,170.0,3,0,10,9,9,2.0,51,4467437,13,0.2868
81.852,81.594,0.0,0.0088,3.0,17,0,11,0,20,0.0,0,0,0,0.0757
82.112,81.758,0.0,0.0011,0.0,20,0,12,11,11,0.0,51,4491781,8,0.2868
82.343,81.776,0.0,0.0223,9.0,14,0,13,17,17,0.0,50,0,10,0.1509
82.249,81.94,0.0,0.0241,6.0,15,0,14,10,10,1.0,51,4485199,12,0.2868
81.93,81.944,0.0,0.0035,0.0,19,0,15,13,13,0.0,51,4499700,18,0.2868
82.39,0.0,0.0,0.0066,4.0,16,0,16,14,14,0.0,51,4501307,11,0.2868
82.545,0.0,0.0,0.0149,37.0,10,0,17,15,15,0.0,51,4503653,7,0.2868
82.548,0.0,0.0,0.0151,36.0,11,0,18,0,19,0.0,39,0,19,0.0018
82.592,0.0,0.0,0.018,2.0,18,0,19,18,18,0.0,50,0,15,0.1509
82.86,0.0,0.0,0.0164,47.0,9,0,20,16,16,0.0,51,4508409,17,0.2868
92.339,91.439,90.984,0.0202,142.0,5,1,1,1,1,25.0,62,6397418,7,0.2868
92.331,91.743,91.056,0.0125,109.0,7,0,2,16,16,0.0,61,0,2,0.0397
92.406,92.012,91.063,0.0145,123.0,6,0,3,4,4,12.0,62,6418595,11,0.2868
92.483,91.951,91.27,0.0125,97.0,8,0,4,2,2,18.0,62,6398230,8,0.2868
92.651,92.019,91.485,0.0346,180.0,3,0,5,3,3,16.0,62,6398687,1,0.2868
92.242,91.892,91.575,0.018,3.0,18,0,6,10,10,1.0,62,6469534,10,0.2868
92.584,91.835,91.615,0.0377,170.0,4,0,7,15,15,0.0,62,6485021,3,0.2868
92.369,92.089,91.673,0.0151,36.0,12,0,8,0,18,0.0,42,0,18,0.0303
92.1,91.994,91.808,0.0223,9.0,14,0,9,13,13,0.0,62,6483619,17,0.2868
92.215,92.166,92.268,0.0011,2.0,19,0,10,9,9,2.0,62,6463336,15,0.2868
92.398,92.173,0.0,0.0204,374.0,1,12,11,5,5,10.0,62,6418859,4,0.2868
92.452,92.274,0.0,0.0149,45.0,10,0,12,6,6,8.0,62,6435859,12,0.2868
92.099,92.31,0.0,0.0274,223.0,2,2,13,8,8,4.0,62,6456952,5,0.2868
92.668,93.719,0.0,0.0101,21.0,13,0,14,11,11,0.0,62,6470835,6,0.2868
91.991,0.0,0.0,0.0088,3.0,17,0,15,0,19,0.0,0,0,0,0.0319
92.809,0.0,0.0,0.0241,6.0,15,0,16,0,17,0.0,51,0,9,0.0002
92.902,0.0,0.0,0.0045,42.0,11,0,17,7,7,6.0,62,6438897,13,0.2868
93.252,0.0,0.0,0.0035,0.0,20,0,18,14,14,0.0,62,6484307,14,0.2868
93.258,0.0,0.0,0.0066,4.0,16,0,0,12,12,0.0,62,6481067,16,0.2868
93.397,0.0,0.0,0.0164,47.0,9,0,0,0,20,0.0,0,0,0,0.0093
89.878,89.964,88.877,0.0204,400.0,1,13,1,1,1,26.0,53,5458421,1,0.2868
90.439,90.122,89.458,0.0045,57.0,9,0,2,3,3,15.0,53,5494915,5,0.2868
90.063,90.296,89.493,0.0125,115.0,7,0,3,2,2,18.0,53,5477808,2,0.2868
90.393,89.94,89.542,0.0145,135.0,6,0,4,4,4,12.0,53,5502419,6,0.2868
90.652,89.965,89.65,0.0274,223.0,2,2,5,0,19,0.0,15,0,19,0.0022
90.651,90.067,89.85,0.0202,150.0,5,1,6,6,6,8.0,53,5508642,4,0.2868
90.811,90.04,89.908,0.0346,190.0,3,0,7,5,5,10.0,53,5507797,3,0.2868
90.811,90.268,90.219,0.0125,115.0,8,0,8,7,7,6.0,53,5516080,11,0.2868
90.733,90.204,90.303,0.0088,3.0,17,0,9,12,12,0.0,52,0,12,0.1509
90.971,90.465,90.56,0.0377,174.0,4,0,10,8,8,4.0,53,5533146,8,0.2868
90.425,90.508,0.0,0.0011,2.0,19,0,11,11,11,0.0,52,0,15,0.1509
90.843,90.509,0.0,0.0149,46.0,11,0,12,10,10,1.0,53,5541576,7,0.2868
90.941,90.537,0.0,0.0101,21.0,13,0,13,0,16,0.0,26,0,18,0.0022
90.96,90.586,0.0,0.0151,38.0,12,0,14,9,9,2.0,53,5538099,10,0.2868
90.976,90.665,0.0,0.018,3.0,18,0,15,15,15,0.0,52,0,14,0.1509
91.049,0.0,0.0,0.0241,6.0,15,0,16,0,20,0.0,7,0,20,0.0022
91.181,0.0,0.0,0.0164,47.0,10,0,17,0,18,0.0,20,0,17,0.0004
91.299,0.0,0.0,0.0223,9.0,14,0,18,14,14,0.0,52,0,9,0.1509
91.398,0.0,0.0,0.0066,4.0,16,0,19,13,13,0.0,52,0,13,0.1509
0.0,0.0,0.0,0.0035,0.0,20,0,0,0,17,0.0,22,0,16,0.0022
85.007,84.483,83.778,0.0204,433.0,1,14,1,1,1,26.0,57,5259168,1,0.2868
85.334,84.827,84.219,0.0125,132.0,8,0,2,4,4,12.0,57,5293287,5,0.2868
86.076,84.381,84.305,0.0346,194.0,3,0,3,0,19,0.0,0,0,0,0.0319
85.223,85.241,84.369,0.0377,183.0,4,0,4,6,6,8.0,57,5308200,6,0.2868
85.452,85.079,84.424,0.0145,145.0,6,0,5,5,5,10.0,57,5298144,4,0.2868
85.266,84.724,84.54,0.0045,83.0,9,0,6,2,2,18.0,57,5264001,3,0.2868
85.566,84.918,84.553,0.0149,46.0,11,0,7,12,12,0.0,57,5341468,8,0.2868
85.711,84.928,84.763,0.0151,44.0,12,0,8,7,7,6.0,57,5321558,11,0.2868
86.038,85.297,85.058,0.0241,10.0,14,0,9,8,8,4.0,57,5325731,13,0.2868
85.131,84.685,0.0,0.0125,136.0,7,0,10,3,3,15.0,57,5265137,2,0.2868
